customer_id,predicted_purchases_6m,clv_6months,Segment,country
13587,inf,,At Risk,United Kingdom
13589,1.5854769609892851,258.00671383959525,At Risk,United Kingdom
13590,4.39997722416597,1732.386502487227,Champions,United Kingdom
13591,1.6148468246065324,512.351682359501,At Risk,United Kingdom
13593,4.00547062186839,1706.5340460781217,Loyal Customers,United Kingdom
13594,0.8203466571801862,-16.36775627809994,Lost,United Kingdom
13595,1.4662712979914403,213.01984150516103,At Risk,United Kingdom
13597,inf,,Potential,United Kingdom
13598,1.445784922366508,264.0661321118927,At Risk,United Kingdom
13599,3.5907429334010033,1940.1914468037758,Champions,United Kingdom
13600,0.4617540836550469,-9.213029925254046,Lost,United Kingdom
13601,inf,,Potential,United Kingdom
13602,1.938792381980162,442.30403859790783,Loyal Customers,United Kingdom
13604,0.4313809360889932,-8.607017488427921,Lost,United Kingdom
13605,inf,,Potential,United Kingdom
13607,,,Potential,United Kingdom
13608,0.6375784679793697,-12.72112085873777,Lost,United Kingdom
13609,0.5248888890690051,-10.472710937709195,Lost,United Kingdom
13610,3.0190327206565617,351.0117842837599,Loyal Customers,United Kingdom
13611,2.7940700721537466,840.5007194153422,Champions,United Kingdom
13612,0.46447938196052707,-9.267405740720339,Lost,United Kingdom
13613,1.4103166578533688,430.05720493834787,At Risk,United Kingdom
13614,inf,,Potential,United Kingdom
13615,3.198521057429154,2679.563100066154,Loyal Customers,United Kingdom
13616,inf,,Lost,United Kingdom
13617,4.346448700787619,687.487603093529,Loyal Customers,United Kingdom
13619,inf,,Lost,United Kingdom
13620,0.6701543823533969,-13.37108343534301,Lost,United Kingdom
13622,0.3906911858921886,-7.795165683573449,Lost,United Kingdom
13623,1.9767177624169394,591.9978605084264,Loyal Customers,United Kingdom
13624,,,Potential,United Kingdom
13625,0.5196896526131716,-10.368974505803916,Lost,United Kingdom
13626,,,Potential,United Kingdom
13627,inf,,Lost,United Kingdom
13628,0.4111000089490863,-8.202367491241445,Lost,United Kingdom
13629,3.801364725540951,2648.863724964046,Loyal Customers,United Kingdom
13632,1.6277219074504357,1004.2033677583956,Loyal Customers,United Kingdom
13634,4.390095137077213,1543.6612541438594,Champions,United Kingdom
13635,1.1630400611061027,954.8211722485096,At Risk,United Kingdom
13639,,,Lost,United Kingdom
13640,0.49516557737390904,-9.879664184431,Lost,United Kingdom
13641,1.5818806741039568,430.857380214255,At Risk,United Kingdom
13642,,,At Risk,United Kingdom
13643,2.8259756843033856,623.0860485063342,Champions,United Kingdom
13646,,,Potential,United Kingdom
13647,1.6697459370191126,957.0245588768533,At Risk,United Kingdom
13648,2.781508642636038,694.210607781443,Loyal Customers,United Kingdom
13649,3.7517194005342955,972.1084879353863,Loyal Customers,United Kingdom
13650,1.7934137212775532,583.0712162309981,Loyal Customers,United Kingdom
13651,,,Potential,United Kingdom
13652,1.441756151140844,829.2156119844997,Loyal Customers,United Kingdom
13653,0.8118835852083596,-16.198899005157518,Lost,United Kingdom
13654,1.9767177624169394,1720.2394068227172,Loyal Customers,United Kingdom
13655,2.3413151439903572,663.4124155427323,Loyal Customers,United Kingdom
13656,inf,,Lost,United Kingdom
13658,1.8407502077813078,1516.4712131727313,Loyal Customers,United Kingdom
13659,4.354178968030167,1561.4035934037934,Loyal Customers,United Kingdom
13660,,,Potential,United Kingdom
13661,0.5079496117778857,-10.134734352077425,Lost,United Kingdom
13662,1.9113804519064963,690.3234684693576,Loyal Customers,United Kingdom
13663,1.9763814195510827,890.1028772952174,Loyal Customers,United Kingdom
13665,2.453682864091537,1407.3696318246139,Loyal Customers,United Kingdom
13666,inf,,Lost,United Kingdom
13668,5.742922260945491,2645.1965721657307,Loyal Customers,United Kingdom
13669,,,Potential,United Kingdom
13671,,,Potential,United Kingdom
13672,0.36028476560256556,-7.188489381263963,Lost,United Kingdom
13674,,,Lost,United Kingdom
13676,inf,,Lost,United Kingdom
13677,inf,,Potential,United Kingdom
13679,1.1709364102349984,98.1003540843495,At Risk,United Kingdom
13680,3.207757683971312,3222.260304287165,At Risk,United Kingdom
13683,0.9605212436478143,-19.16455376316806,Lost,United Kingdom
13684,1.578075803543659,286.69830405882976,Loyal Customers,United Kingdom
13686,inf,,Potential,United Kingdom
13687,,,Lost,United Kingdom
13688,0.4604033922857794,-9.186080602128754,Lost,United Kingdom
13689,,,Lost,United Kingdom
13691,,,Potential,United Kingdom
13692,inf,,Potential,United Kingdom
13693,3.6398342447941623,827.7904003210829,Champions,United Kingdom
13694,19.909692128608743,51841.310276304765,Champions,United Kingdom
13695,0.5544741591503705,-11.063003451093799,Lost,United Kingdom
13696,1.3876223843093365,1263.1877889214063,At Risk,United Kingdom
13698,inf,,Lost,United Kingdom
13699,0.6127569272041954,-12.225875432552368,Lost,United Kingdom
13700,1.372894325801673,216.55611420221,Loyal Customers,United Kingdom
13701,,,Lost,United Kingdom
13702,,,Lost,United Kingdom
13703,,,Potential,United Kingdom
13705,2.6518242795739595,721.3855992158205,Loyal Customers,United Kingdom
13706,0.47285177444333826,-9.434453754415298,Lost,United Kingdom
13707,inf,,At Risk,United Kingdom
13709,1.7268043174679761,567.5778319594519,At Risk,United Kingdom
13710,inf,,Lost,United Kingdom
13711,2.871887583654989,675.212095018863,Loyal Customers,United Kingdom
13712,0.49672827947738185,-9.910843597354845,Lost,United Kingdom
13713,1.7849544670491428,469.51584090830977,Loyal Customers,United Kingdom
13714,0.915810740321125,-18.27247891271653,Lost,United Kingdom
13715,6.719719033272717,3601.126346586624,Champions,United Kingdom
13717,inf,,Lost,United Kingdom
13719,3.805430185352388,1048.3795482226305,Loyal Customers,United Kingdom
13721,,,Potential,United Kingdom
13722,1.9763814195510827,1757.634884300887,At Risk,United Kingdom
13723,2.194000072488678,520.0703615935129,Loyal Customers,United Kingdom
13724,0.457725577367718,-9.132652186771583,Lost,United Kingdom
13727,1.5963646060390384,338.44992281099786,At Risk,United Kingdom
13728,4.06852428691191,760.6211386706567,Loyal Customers,United Kingdom
13729,1.3237200038831736,259.8672029947534,At Risk,United Kingdom
13733,inf,,Potential,United Kingdom
13734,1.6751520077045898,5703.396236879398,At Risk,United Kingdom
13735,3.2744524276153486,2984.5048215489983,Champions,United Kingdom
13736,1.5854769609892851,714.555756809498,At Risk,United Kingdom
13738,,,Potential,United Kingdom
13739,0.6730199433716836,-13.428257806612542,Lost,United Kingdom
13740,1.571189039956383,504.8008179932785,Loyal Customers,United Kingdom
13745,0.6224499565347483,-12.419273114240141,Lost,United Kingdom
13746,,,Potential,United Kingdom
13747,inf,,Potential,United Kingdom
13748,1.9722743518710704,573.3905150218988,Loyal Customers,United Kingdom
13750,3.264927824647716,1075.9422707588578,Champions,United Kingdom
13752,0.6730199433716836,-13.428257806612542,Lost,United Kingdom
13753,1.1682924070919873,442.4610549576584,At Risk,United Kingdom
13754,,,Lost,United Kingdom
13756,4.125180424251706,1733.9160394407718,Champions,United Kingdom
13757,0.4132587792533695,-8.245439802064727,Lost,United Kingdom
13758,3.995360078783489,2289.3479024955577,Champions,United Kingdom
13760,1.7254291953129584,715.099947809666,Loyal Customers,United Kingdom
13761,1.4258631196961264,433.11311604722243,At Risk,United Kingdom
13762,1.7225391812257056,1014.9594488510156,At Risk,United Kingdom
13763,inf,,Potential,United Kingdom
13764,inf,,At Risk,United Kingdom
13765,0.43737458586032807,-8.726604248262735,Lost,United Kingdom
13766,0.779708274039742,-15.556929361263077,Lost,United Kingdom
13767,12.49232013181551,6929.258682769871,Champions,United Kingdom
13768,inf,,Lost,United Kingdom
13769,4.134776880291586,1264.4321314192769,Champions,United Kingdom
13770,1.5963646060390384,335.7570793703686,At Risk,United Kingdom
13771,1.9433375477932044,1481.7895121896995,At Risk,United Kingdom
13772,1.9325671065882388,941.0580123682264,Loyal Customers,United Kingdom
13773,inf,,Potential,United Kingdom
13775,0.5301932083752657,-10.578544008236383,Lost,United Kingdom
13776,,,Lost,United Kingdom
13777,9.681763489167386,9979.44889516925,Champions,United Kingdom
13778,1.903135116527837,601.7437322262772,At Risk,United Kingdom
13779,0.7094215384610058,-14.154551296494144,Lost,United Kingdom
13780,,,Potential,United Kingdom
13781,inf,,Lost,United Kingdom
13782,2.813126397428468,351.3698089324545,At Risk,United Kingdom
13783,1.835904406551406,663.899648173868,At Risk,United Kingdom
13784,3.2983511328632598,108.19189745737171,At Risk,United Kingdom
13785,3.100685268567517,765.4647562783917,At Risk,United Kingdom
13786,2.387625655888306,1151.9825673386026,Champions,United Kingdom
13787,1.739727404183438,448.1047618369933,At Risk,United Kingdom
13788,0.7429061438117859,-14.82264429675556,Lost,United Kingdom
13789,,,Potential,United Kingdom
13792,,,Lost,United Kingdom
13793,0.4460510548721177,-8.899719270913783,Lost,United Kingdom
13794,0.6224499565347483,-12.419273114240141,Lost,United Kingdom
13795,2.02810937555614,428.47953728163463,Loyal Customers,United Kingdom
13796,0.7645583780639124,-15.254654947391138,Lost,United Kingdom
13797,1.4621277083079893,641.9455035949976,At Risk,United Kingdom
13798,19.269400619621766,15517.319125533093,Champions,United Kingdom
13799,3.5267007369145804,1017.9539025726607,At Risk,United Kingdom
13800,inf,,Lost,United Kingdom
13802,7.278202365586725,10811.728819122156,Champions,United Kingdom
13803,inf,,Lost,United Kingdom
13804,inf,,Lost,United Kingdom
13807,1.1709364102349984,197.23877490065868,Loyal Customers,United Kingdom
13809,inf,,Potential,Cyprus
13813,1.5854769609892851,607.110114742649,At Risk,Germany
13814,0.6730199433716836,-13.428257806612542,Lost,Germany
13815,1.875400556700634,1741.021923115174,Loyal Customers,Germany
13818,,,Lost,United Kingdom
13819,1.1630400611061027,544.4879410175394,At Risk,United Kingdom
13820,1.3374066393538502,304.13680482358325,At Risk,United Kingdom
13821,1.6973843603379872,417.8990389744238,Loyal Customers,United Kingdom
13823,2.036359023257178,1058.8033355749158,Loyal Customers,United Kingdom
13824,3.598493173744525,908.8168300123152,Champions,United Kingdom
13825,inf,,Lost,United Kingdom
13829,,,Lost,United Kingdom
13830,0.5467695171893844,-10.909278558423525,Lost,United Kingdom
13831,5.316774419340754,1688.8241941020501,Champions,United Kingdom
13832,,,Lost,United Kingdom
13833,,,Potential,United Kingdom
13834,inf,,Lost,United Kingdom
13835,1.47043843983193,109.00462855044692,At Risk,United Kingdom
13836,inf,,Potential,United Kingdom
13838,2.4395985409705947,866.1053808458632,Champions,United Kingdom
13839,0.8160931807886423,-16.282889881312578,Lost,United Kingdom
13840,,,Potential,United Kingdom
13842,3.8530326592733823,1027.5517180549691,Champions,United Kingdom
13843,,,Potential,United Kingdom
13846,,,Potential,United Kingdom
13847,0.36959084280632654,-7.3741664998858845,Lost,United Kingdom
13848,2.420417832996668,777.3657392641036,Champions,United Kingdom
13849,1.5637671651676766,1181.0133010311613,Loyal Customers,United Kingdom
13851,1.8073570470098987,1088.0027426250945,Loyal Customers,United Kingdom
13852,0.49672827947738185,-9.910843597354845,Lost,United Kingdom
13854,6.138143844367237,1812.211984539058,Champions,United Kingdom
13855,1.5927188141544826,545.2662757777924,At Risk,United Kingdom
13856,4.349641314761755,400.00799533789524,At Risk,United Kingdom
13857,3.1576335567184097,630.2029886559482,Loyal Customers,United Kingdom
13859,0.6673131196516034,-13.314393870001373,Lost,United Kingdom
13861,inf,,Lost,United Kingdom
13862,,,Potential,United Kingdom
13863,1.7254291953129584,578.6234535360027,At Risk,United Kingdom
13864,,,Potential,United Kingdom
13869,2.6576749408806943,1996.9921540563007,Champions,United Kingdom
13870,2.813233056567006,1314.5946761447683,Loyal Customers,United Kingdom
13871,1.637598356914697,522.3662095225845,At Risk,United Kingdom
13872,1.1980498936844894,426.0157652499141,At Risk,United Kingdom
13873,2.4864915411107265,316.2719781462959,Loyal Customers,United Kingdom
13874,2.7836095516549664,759.2961863937053,At Risk,United Kingdom
13875,3.304993064393988,1341.2488848679643,Loyal Customers,United Kingdom
13877,inf,,Lost,United Kingdom
13878,1.6643746471610679,500.9146808397809,At Risk,United Kingdom
13879,0.44731873160854413,-8.925012265868583,Lost,United Kingdom
13880,3.263332341153999,783.2703338915348,Loyal Customers,United Kingdom
13881,8.120716543283654,13249.276922301844,Champions,United Kingdom
13883,3.6481469310693138,1740.7535817590328,Loyal Customers,United Kingdom
13884,3.94309705495077,1146.9867673004273,Loyal Customers,United Kingdom
13888,1.8356157287712174,1244.126851012243,Loyal Customers,United Kingdom
13889,2.2333265464262984,710.1983670002934,Loyal Customers,United Kingdom
13890,1.5854769609892851,452.20741537999044,Loyal Customers,United Kingdom
13891,1.7911336668985254,444.928582681242,Loyal Customers,United Kingdom
13892,inf,,Lost,United Kingdom
13895,inf,,Lost,United Kingdom
13896,0.4742766062180421,-9.46288234496482,Lost,United Kingdom
13897,inf,,Lost,United Kingdom
13898,,,Potential,United Kingdom
13900,1.5637671651676766,507.7474008560885,Loyal Customers,United Kingdom
13901,3.0190327206565617,1268.8618108752194,Champions,United Kingdom
13902,2.036359023257178,17323.08464998743,At Risk,Denmark
13903,,,Potential,United Kingdom
13905,0.35864287217953805,-7.155729923847382,Lost,United Kingdom
13906,,,Potential,United Kingdom
13907,0.3956010322141479,-7.8931281330542475,Lost,United Kingdom
13909,inf,,Lost,United Kingdom
13911,5.008653649774077,831.5450023606186,Champions,United Kingdom
13912,,,Lost,United Kingdom
13913,0.7394161092882728,-14.753010278035507,Lost,United Kingdom
13915,,,Potential,United Kingdom
13916,1.8262889430636993,571.7510200823099,At Risk,United Kingdom
13919,inf,,Lost,Denmark
13920,2.5938513356035133,1113.5571874129532,At Risk,United Kingdom
13921,1.62994361339854,352.250414257448,Loyal Customers,United Kingdom
13922,inf,,Lost,United Kingdom
13927,,,Lost,United Kingdom
13929,3.086814381701518,1267.5078933790414,Loyal Customers,United Kingdom
13931,2.387625655888306,1342.6322465445837,Loyal Customers,United Kingdom
13935,1.441756151140844,2903.3339581758746,At Risk,United Kingdom
13936,inf,,Potential,United Kingdom
13937,,,Potential,United Kingdom
13939,2.1871194170984927,621.644264390387,At Risk,United Kingdom
13941,4.134776880291586,2368.2878928989903,Champions,United Kingdom
13942,0.6534606885524281,-13.038006791312183,Lost,United Kingdom
13943,0.5544741591503705,-11.063003451093799,Lost,United Kingdom
13944,0.43737458586032807,-8.726604248262735,Lost,United Kingdom
13945,inf,,Potential,United Kingdom
13946,1.1709364102349984,644.0782645815776,Loyal Customers,United Kingdom
13948,1.1709364102349984,182.88203757235655,Loyal Customers,United Kingdom
13952,3.7160407501036756,3830.8734816908045,Champions,United Kingdom
13953,2.0176280690796613,1340.023319028513,Loyal Customers,United Kingdom
13955,,,Potential,United Kingdom
13957,1.418047279967341,269.7895486946041,Loyal Customers,United Kingdom
13958,1.9901689402136984,1961.7368145177913,Champions,United Kingdom
13959,2.3748460555548236,551.6353362295796,Loyal Customers,United Kingdom
13961,,,Potential,United Kingdom
13962,,,Lost,United Kingdom
13963,8.218767966197957,1266.452418958024,Champions,United Kingdom
13964,inf,,Potential,United Kingdom
13965,1.2623566743931107,275.5452360365499,At Risk,United Kingdom
13966,,,Lost,United Kingdom
13967,,,Potential,United Kingdom
13968,,,Lost,United Kingdom
13969,9.18016696601168,2216.1908847791233,Champions,United Kingdom
13970,inf,,Potential,United Kingdom
13971,2.7191849133336095,896.2421872826712,At Risk,United Kingdom
13974,0.5448766968510321,-10.871512546085675,Lost,United Kingdom
13975,2.769030526781748,1265.8229178504876,Loyal Customers,United Kingdom
13976,1.380219066087137,411.4599525671863,At Risk,United Kingdom
13977,,,Potential,United Kingdom
13979,1.9811812396228679,1174.4469577848574,Loyal Customers,United Kingdom
13980,1.9219153920907044,254.18930397655427,At Risk,United Kingdom
13981,,,Potential,United Kingdom
13982,2.6778667156418257,934.2378054375865,Champions,United Kingdom
13983,4.06852428691191,1929.8407206014017,Champions,United Kingdom
13984,2.8195364016405087,407.9535224059438,Champions,United Kingdom
13985,3.3009105958063634,1500.319432429567,Champions,United Kingdom
13987,inf,,Potential,United Kingdom
13988,inf,,Potential,United Kingdom
13989,1.9172394666861514,408.3333881694169,At Risk,United Kingdom
13992,inf,,Potential,United Kingdom
13993,3.6069589046846255,1227.5163349963914,Champions,United Kingdom
13995,3.733410906050352,1091.7033964897898,Champions,United Kingdom
13996,inf,,Potential,United Kingdom
13997,inf,,At Risk,United Kingdom
13998,1.829126358113465,296.86535522088576,At Risk,United Kingdom
13999,6.889628133530546,2209.526389405486,Champions,United Kingdom
14000,1.571189039956383,657.1302255902959,Loyal Customers,United Kingdom
14001,5.290550530970581,2108.621775100455,Champions,United Kingdom
14003,0.35864287217953805,-7.155729923847382,Lost,United Kingdom
14004,inf,,Loyal Customers,United Kingdom
14006,1.9433375477932044,603.4147134246194,At Risk,United Kingdom
14007,0.7191456367349485,-14.34856887330647,Lost,United Kingdom
14008,,,Lost,United Kingdom
14009,0.9320807339700862,-18.597101788133376,Lost,United Kingdom
14010,0.5789484029689907,-11.551319523826919,Lost,United Kingdom
14011,inf,,Lost,United Kingdom
14013,inf,,Potential,United Kingdom
14014,inf,,Potential,United Kingdom
14016,3.0412934177256363,2964.074372673616,Loyal Customers,EIRE
14017,0.5664470421824462,-11.301889329033289,Lost,United Kingdom
14018,0.44731873160854413,-8.925012265868583,Lost,United Kingdom
14020,inf,,Lost,United Kingdom
14021,2.3334811210451196,628.5608430207258,Loyal Customers,United Kingdom
14022,0.8160931807886423,-16.282889881312578,Lost,United Kingdom
14024,,,Potential,United Kingdom
14025,4.889848293355841,2649.9889532790103,At Risk,United Kingdom
14026,inf,,Lost,United Kingdom
14028,0.6127569272041954,-12.225875432552368,At Risk,United Kingdom
14030,4.077858655200518,2303.0123144192944,Champions,United Kingdom
14031,9.703625148666136,8710.376533133676,Champions,United Kingdom
14032,2.4484406864506183,769.3896495909189,Champions,United Kingdom
14033,0.6010570634556185,-11.992436901843975,Lost,United Kingdom
14035,2.1871194170984927,911.510038875939,Loyal Customers,United Kingdom
14037,1.589089636910037,258.311871484837,At Risk,United Kingdom
14038,inf,,Potential,United Kingdom
14039,0.5584084836686424,-11.141502051984524,Lost,United Kingdom
14040,8.446148677990738,3457.4646562539274,Loyal Customers,United Kingdom
14042,0.3644560318403742,-7.271715501043863,Lost,United Kingdom
14043,inf,,Lost,United Kingdom
14044,2.2447541576809744,1264.0689775658338,At Risk,United Kingdom
14045,5.2533294367553625,4341.913048235187,Champions,United Kingdom
14047,3.702077381905164,1269.2728853934784,Champions,United Kingdom
14048,,,Potential,United Kingdom
14049,3.264927824647716,4378.480888662913,Loyal Customers,United Kingdom
14051,5.63918098601181,2512.4569590181427,Champions,United Kingdom
14052,,,Potential,United Kingdom
14053,inf,,Potential,United Kingdom
14055,inf,,Lost,United Kingdom
14057,1.9811812396228679,1038.673371336871,Loyal Customers,United Kingdom
14058,inf,,Lost,United Kingdom
14060,5.675832247250654,1794.1023937899763,Champions,United Kingdom
14061,1.1630400611061027,336.8748307515469,At Risk,United Kingdom
14062,4.490830576580596,6301.2614458022135,Champions,United Kingdom
14063,3.237061307686344,9285.018861914563,At Risk,United Kingdom
14064,4.0556938605853325,786.2902707104439,At Risk,United Kingdom
14065,3.7529166766389817,1160.9063953846976,Loyal Customers,United Kingdom
14068,1.3478588037420751,555.9172398744845,At Risk,United Kingdom
14069,inf,,Lost,United Kingdom
14070,0.4026858500853377,-8.034486144542909,Lost,United Kingdom
14072,0.4221254478166543,-8.42234973248535,Lost,United Kingdom
14074,0.47715218640321594,-9.520256621091994,Lost,United Kingdom
14075,2.087409805179217,869.6345355580133,Loyal Customers,United Kingdom
14077,,,Potential,United Kingdom
14078,2.1270822807751926,205.56687435261853,Loyal Customers,United Kingdom
14079,0.40475693319343564,-8.075808899073973,Lost,United Kingdom
14080,1.571189039956383,450.9761478375935,Loyal Customers,United Kingdom
14081,2.8389428910602743,1717.559577914586,Champions,United Kingdom
14082,,,Potential,United Kingdom
14083,1.209250154868178,210.36254851699118,Loyal Customers,United Kingdom
14084,0.7191456367349485,-14.34856887330647,Lost,United Kingdom
14085,6.114660671367104,2240.3160591090045,Champions,United Kingdom
14086,0.9320807339700862,-18.597101788133376,Lost,United Kingdom
14087,inf,,Potential,United Kingdom
14088,inf,,Loyal Customers,United Kingdom
14091,inf,,Lost,United Kingdom
14092,4.134776880291586,1367.0418567562442,Champions,United Kingdom
14094,,,Lost,United Kingdom
14095,0.3670054777865916,-7.3225826674138865,Lost,United Kingdom
14097,inf,,Lost,United Kingdom
14099,3.6648867338204343,1029.3473207521963,Champions,United Kingdom
14101,3.774101712469791,2086.0378221329047,Loyal Customers,United Kingdom
14104,1.938792381980162,411.48552782537564,Loyal Customers,United Kingdom
14105,1.62994361339854,2275.413060690514,Loyal Customers,United Kingdom
14106,0.35460287257468953,-7.075122867894869,Lost,United Kingdom
14107,1.5963646060390384,1100.3334410112434,At Risk,United Kingdom
14108,inf,,Lost,United Kingdom
14110,8.041531532608268,2898.249663963617,At Risk,United Kingdom
14112,2.43136861924758,1160.7690524343127,At Risk,United Kingdom
14113,4.470318177835251,2055.1071888818246,Champions,United Kingdom
14114,2.804391167651003,472.93956139479786,Loyal Customers,United Kingdom
14115,inf,,Lost,United Kingdom
14118,,,Lost,United Kingdom
14119,inf,,Potential,United Kingdom
14122,1.1656603174958295,170.69970722386492,Loyal Customers,United Kingdom
14123,0.3578275245500678,-7.139461909387534,Lost,United Kingdom
14126,,,Lost,United Kingdom
14127,3.9236784614389544,1477.9685867680232,Loyal Customers,United Kingdom
14128,0.6103806568120266,-12.178463507009113,Lost,United Kingdom
14129,2.4395985409705947,885.838599692051,Loyal Customers,United Kingdom
14130,1.1897849153316948,658.2473716266729,Loyal Customers,United Kingdom
14131,0.4435371350733568,-8.849560930889279,Lost,United Kingdom
14133,0.3578275245500678,-7.139461909387534,Lost,United Kingdom
14134,4.490830576580596,4621.641542371707,Champions,United Kingdom
14135,4.409890097180256,1828.6187378711484,Champions,United Kingdom
14136,2.003804437537453,643.8324539187922,Loyal Customers,United Kingdom
14137,0.391663381035391,-7.8145631578234065,Lost,United Kingdom
14139,2.079022085180629,363.8722453327589,At Risk,United Kingdom
14142,inf,,Potential,United Kingdom
14144,0.8160931807886423,-16.282889881312578,Lost,United Kingdom
14145,1.6328588647933335,2143.841705910857,At Risk,United Kingdom
14146,2.183309899774888,2490.1115021201526,Loyal Customers,United Kingdom
14147,2.52950236643158,1190.1782780831973,Loyal Customers,United Kingdom
14148,,,Potential,United Kingdom
14151,inf,,Lost,United Kingdom
14152,1.9061561737320591,703.3462705088183,Loyal Customers,United Kingdom
14153,0.8289880257875113,-16.540170968933325,Lost,United Kingdom
14154,2.183309899774888,2531.125651068533,Champions,United Kingdom
14156,31.91394311017341,77439.99763627764,Champions,EIRE
14157,1.4662712979914403,326.85340536188966,Loyal Customers,United Kingdom
14159,3.200514488419183,1293.5748974686385,Champions,United Kingdom
14160,3.0563171591514586,2418.6797048483245,At Risk,United Kingdom
14161,2.026950274120877,874.1484191704495,Loyal Customers,United Kingdom
14163,0.9320807339700862,-18.597101788133376,Lost,United Kingdom
14166,inf,,Lost,United Kingdom
14167,1.798037530577678,352.74093281803033,At Risk,United Kingdom
14168,inf,,Lost,United Kingdom
14169,inf,,Lost,United Kingdom
14170,5.079231124920724,1181.512339563867,Loyal Customers,United Kingdom
14171,0.36028476560256556,-7.188489381263963,Lost,United Kingdom
14172,1.4830832036199204,216.94747957607808,At Risk,United Kingdom
14173,inf,,Lost,United Kingdom
14175,2.627995866249769,2395.862434342256,At Risk,United Kingdom
14176,inf,,Potential,United Kingdom
14177,2.9547338941722314,710.0154495250919,Champions,United Kingdom
14180,6.267615785926625,1178.2863350504895,Champions,United Kingdom
14181,inf,,Potential,United Kingdom
14182,2.302662357007757,413.7391210273854,At Risk,United Kingdom
14183,inf,,Potential,United Kingdom
14186,2.5006650360609997,852.9224419539235,At Risk,United Kingdom
14187,0.8750774872429333,-17.45975912777863,Lost,United Kingdom
14189,inf,,Potential,United Kingdom
14190,0.4221254478166543,-8.42234973248535,Lost,United Kingdom
14191,inf,,Potential,United Kingdom
14192,,,Potential,United Kingdom
14193,,,Potential,United Kingdom
14194,4.3471460433039875,3157.637732541906,Loyal Customers,United Kingdom
14195,1.5178907261812087,643.4583620171115,At Risk,United Kingdom
14197,,,Potential,United Kingdom
14198,2.140694697524835,398.47811856411806,Loyal Customers,United Kingdom
14199,2.1843490295713694,797.7994316025469,At Risk,United Kingdom
14200,0.4859920216982259,-9.696631167609452,Lost,United Kingdom
14201,1.7546871487423108,248.98918204617948,Loyal Customers,United Kingdom
14202,1.5637671651676766,505.6096805370329,Loyal Customers,United Kingdom
14203,,,Potential,United Kingdom
14204,1.1656603174958295,330.01218672742846,At Risk,United Kingdom
14205,3.0309599594112084,1043.1699665227563,Loyal Customers,United Kingdom
14206,inf,,Potential,United Kingdom
14207,0.3996186631085213,-7.9732888830480455,Lost,United Kingdom
14208,0.6103806568120266,-12.178463507009113,Lost,United Kingdom
14209,4.066017238904565,1338.704840773867,Loyal Customers,United Kingdom
14210,4.3471460433039875,1585.4690012574579,Champions,United Kingdom
14211,2.8324444464754794,928.9063486647099,Loyal Customers,United Kingdom
14212,,,Lost,United Kingdom
14213,,,Potential,United Kingdom
14215,1.5927188141544826,656.5106458093728,Loyal Customers,United Kingdom
14216,,,Potential,United Kingdom
14217,5.291069129115573,876.7748498169774,Champions,United Kingdom
14219,inf,,Potential,United Kingdom
14220,inf,,Lost,United Kingdom
14221,3.880626157272642,1701.311373385106,At Risk,United Kingdom
14224,3.497482126230353,431.0630054823061,Loyal Customers,United Kingdom
14225,1.7310906277333504,827.5672274469865,At Risk,United Kingdom
14226,,,Lost,United Kingdom
14227,1.8554423202552788,1640.08863071228,Loyal Customers,United Kingdom
14228,2.0461346200931736,724.3345857466958,At Risk,United Kingdom
14229,2.908924433224972,1018.5888782437421,Loyal Customers,United Kingdom
14230,inf,,At Risk,United Kingdom
14231,,,Lost,United Kingdom
14233,1.474629335207418,796.8975112498495,At Risk,United Kingdom
14235,1.5877612615088348,1011.7377789751421,At Risk,United Kingdom
14236,3.2916991969022638,1076.4080549943233,Loyal Customers,United Kingdom
14237,inf,,Potential,United Kingdom
14238,inf,,Lost,United Kingdom
14239,4.031610270762392,772.0544343617655,At Risk,United Kingdom
14240,,,Lost,United Kingdom
14241,0.3906911858921886,-7.795165683573449,Lost,United Kingdom
14243,7.751050888213222,2507.918640804637,Champions,United Kingdom
14244,0.42902922112773195,-8.56009549882197,Lost,United Kingdom
14247,2.704499800639489,421.22904006643495,Loyal Customers,United Kingdom
14248,inf,,Lost,United Kingdom
14249,3.6732946921053533,2756.7155327056435,Loyal Customers,United Kingdom
14252,,,Potential,United Kingdom
14253,inf,,Lost,United Kingdom
14254,,,Lost,United Kingdom
14255,0.6224499565347483,-12.419273114240141,Lost,United Kingdom
14256,inf,,At Risk,United Kingdom
14257,1.9652426399736223,1122.3202607835324,Loyal Customers,United Kingdom
14258,5.6519432124548805,7716.167014943358,Loyal Customers,United Kingdom
14260,inf,,At Risk,United Kingdom
14263,,,Lost,United Kingdom
14264,2.194000072488678,528.8460914107686,Loyal Customers,United Kingdom
14265,inf,,Lost,Unspecified
14266,,,Lost,United Kingdom
14268,0.8899206314252001,-17.755913155164,Lost,United Kingdom
14269,,,Lost,United Kingdom
14271,,,Potential,United Kingdom
14272,inf,,Lost,United Kingdom
14274,0.40063585394799306,-7.993584122387494,Lost,United Kingdom
14275,2.795456143648474,717.2044140829516,Loyal Customers,United Kingdom
14276,1.4103166578533688,507.17514533127655,Loyal Customers,United Kingdom
14277,2.026950274120877,6544.946360896693,Loyal Customers,France
14278,,,Potential,United Kingdom
14279,inf,,Lost,United Kingdom
14281,,,Potential,United Kingdom
14282,5.306537302602683,1683.845668440349,Champions,United Kingdom
