customer_id,country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13948,United Kingdom,47,3,446.76,3,3,2,332,Loyal Customers
13952,United Kingdom,16,12,9572.45,4,4,4,444,Champions
13953,United Kingdom,45,5,3125.0,3,3,4,334,Loyal Customers
13955,United Kingdom,11,1,222.20999999999995,4,1,1,411,Potential
13957,United Kingdom,53,3,458.25,3,3,2,332,Loyal Customers
13958,United Kingdom,15,8,4709.23,4,4,4,444,Champions
13959,United Kingdom,35,3,477.9800000000001,3,3,2,332,Loyal Customers
13961,United Kingdom,28,1,538.4,3,1,2,312,Potential
13962,United Kingdom,71,1,193.25,2,1,1,211,Lost
13963,United Kingdom,3,14,2347.33,4,4,4,444,Champions
13964,United Kingdom,23,2,438.90000000000003,3,2,2,322,Potential
13965,United Kingdom,112,3,996.61,2,3,3,233,At Risk
13966,United Kingdom,71,1,390.86000000000007,2,1,2,212,Lost
13967,United Kingdom,32,1,85.6,3,1,1,311,Potential
13968,United Kingdom,59,1,123.66,2,1,1,211,Lost
13969,United Kingdom,1,18,4311.93,4,4,4,444,Champions
13970,United Kingdom,22,2,846.55,3,2,3,323,Potential
13971,United Kingdom,59,6,1909.31,2,4,4,244,At Risk
13974,United Kingdom,218,1,264.13,1,1,1,111,Lost
13975,United Kingdom,29,6,2832.56,3,4,4,344,Loyal Customers
13976,United Kingdom,142,3,834.38,1,3,3,133,At Risk
13977,United Kingdom,47,1,519.81,3,1,2,312,Potential
13979,United Kingdom,29,6,2546.36,3,4,4,344,Loyal Customers
13980,United Kingdom,75,4,599.78,2,3,2,232,At Risk
13981,United Kingdom,51,1,331.14,3,1,2,312,Potential
13982,United Kingdom,1,6,2573.78,4,4,4,444,Champions
13983,United Kingdom,2,10,4505.0199999999995,4,4,4,444,Champions
13984,United Kingdom,2,8,1128.09,4,4,3,443,Champions
13985,United Kingdom,10,7,2960.73,4,4,4,444,Champions
13987,United Kingdom,15,2,682.5400000000001,4,2,2,422,Potential
13988,United Kingdom,19,2,609.8399999999999,3,2,2,322,Potential
13989,United Kingdom,100,3,759.9800000000001,2,3,3,233,At Risk
13992,United Kingdom,16,2,142.7,4,2,1,421,Potential
13993,United Kingdom,15,10,3309.35,4,4,4,444,Champions
13995,United Kingdom,15,9,2508.3199999999997,4,4,4,444,Champions
13996,United Kingdom,22,2,895.76,3,2,3,323,Potential
13997,United Kingdom,155,3,382.31,1,3,2,132,At Risk
13998,United Kingdom,82,3,566.7,2,3,2,232,At Risk
13999,United Kingdom,10,17,5600.45,4,4,4,444,Champions
14000,United Kingdom,50,4,1410.6799999999998,3,3,3,333,Loyal Customers
14001,United Kingdom,9,7,2487.01,4,4,4,444,Champions
14003,United Kingdom,368,1,209.41,1,1,1,111,Lost
14004,United Kingdom,29,4,1675.81,3,3,3,333,Loyal Customers
14006,United Kingdom,164,4,1234.48,1,3,3,133,At Risk
14007,United Kingdom,148,1,79.48,1,1,1,111,Lost
14008,United Kingdom,68,1,509.04,2,1,2,212,Lost
14009,United Kingdom,98,1,404.29999999999995,2,1,2,212,Lost
14010,United Kingdom,201,2,445.1499999999999,1,2,2,122,Lost
14011,United Kingdom,116,2,457.81999999999994,2,2,2,222,Lost
14013,United Kingdom,16,2,611.55,4,2,2,422,Potential
14014,United Kingdom,12,2,1443.0299999999997,4,2,3,423,Potential
14016,EIRE,32,7,7062.200000000001,3,4,4,344,Loyal Customers
14017,United Kingdom,207,1,229.75000000000003,1,1,1,111,Lost
14018,United Kingdom,281,1,367.1500000000001,1,1,2,112,Lost
14020,United Kingdom,112,2,606.21,2,2,2,222,Lost
14021,United Kingdom,10,4,1084.68,4,3,3,433,Loyal Customers
14022,United Kingdom,122,1,352.15,2,1,2,212,Lost
14024,United Kingdom,26,1,318.03999999999996,3,1,2,312,Potential
14025,United Kingdom,100,8,4057.9,2,4,4,244,At Risk
14026,United Kingdom,106,2,713.1100000000001,2,2,3,223,Lost
14028,United Kingdom,186,3,10396.5,1,3,4,134,At Risk
14030,United Kingdom,2,14,5902.200000000001,4,4,4,444,Champions
14031,United Kingdom,1,27,23712.31,4,4,4,444,Champions
14032,United Kingdom,2,6,1874.6799999999998,4,4,4,444,Champions
14033,United Kingdom,191,1,109.44,1,1,1,111,Lost
14035,United Kingdom,42,4,1428.6999999999998,3,3,3,333,Loyal Customers
14037,United Kingdom,114,4,689.75,2,3,2,232,At Risk
14038,United Kingdom,33,2,1509.5,3,2,3,323,Potential
14039,United Kingdom,211,1,115.08000000000001,1,1,1,111,Lost
14040,United Kingdom,22,23,9030.65,3,4,4,344,Loyal Customers
14042,United Kingdom,361,1,431.98,1,1,2,112,Lost
14043,United Kingdom,127,2,304.25,2,2,1,221,Lost
14044,United Kingdom,54,6,2470.2799999999997,2,4,4,244,At Risk
14045,United Kingdom,9,13,9653.279999999999,4,4,4,444,Champions
14047,United Kingdom,8,10,2946.42,4,4,4,444,Champions
14048,United Kingdom,18,2,338.7599999999999,4,2,2,422,Potential
14049,United Kingdom,23,9,7557.31,3,4,4,344,Loyal Customers
14051,United Kingdom,2,15,6823.61,4,4,4,444,Champions
14052,United Kingdom,26,1,255.44999999999993,3,1,1,311,Potential
14053,United Kingdom,33,2,312.05,3,2,2,322,Potential
14055,United Kingdom,213,2,795.3199999999999,1,2,3,123,Lost
14057,United Kingdom,17,5,2190.88,4,3,4,434,Loyal Customers
14058,United Kingdom,98,2,469.19000000000005,2,2,2,222,Lost
14060,United Kingdom,2,13,3378.6600000000003,4,4,4,444,Champions
14061,United Kingdom,143,3,917.4300000000001,1,3,3,133,At Risk
14062,United Kingdom,10,12,15139.35,4,4,4,444,Champions
14063,United Kingdom,74,9,22710.2,2,4,4,244,At Risk
14064,United Kingdom,66,10,1978.6799999999998,2,4,4,244,At Risk
14065,United Kingdom,25,3,891.0200000000001,3,3,3,333,Loyal Customers
14068,United Kingdom,239,3,1262.52,1,3,3,133,At Risk
14069,United Kingdom,150,2,230.06,1,2,1,121,Lost
14070,United Kingdom,320,1,326.55,1,1,2,112,Lost
14072,United Kingdom,302,1,390.8500000000001,1,1,2,112,Lost
14074,United Kingdom,259,1,219.4,1,1,1,111,Lost
14075,United Kingdom,39,3,792.6099999999999,3,3,3,333,Loyal Customers
14077,United Kingdom,31,1,115.66000000000001,3,1,1,311,Potential
14078,United Kingdom,9,4,643.2600000000001,4,3,2,432,Loyal Customers
14079,United Kingdom,318,1,243.63,1,1,1,111,Lost
14080,United Kingdom,49,4,1070.08,3,3,3,333,Loyal Customers
14081,United Kingdom,5,9,4435.58,4,4,4,444,Champions
14082,United Kingdom,28,1,231.11000000000004,3,1,1,311,Potential
14083,United Kingdom,7,3,388.83,4,3,2,432,Loyal Customers
14084,United Kingdom,148,1,150.5,1,1,1,111,Lost
14085,United Kingdom,4,16,5656.43,4,4,4,444,Champions
14086,United Kingdom,98,1,39.95,2,1,1,211,Lost
14087,United Kingdom,40,2,651.8,3,2,2,322,Potential
14088,United Kingdom,42,3,13544.99,3,3,4,334,Loyal Customers
14091,United Kingdom,290,2,9530.08,1,2,4,124,Lost
14092,United Kingdom,10,10,3152.54,4,4,4,444,Champions
14094,United Kingdom,75,1,335.21999999999997,2,1,2,212,Lost
14095,United Kingdom,358,1,2.95,1,1,1,111,Lost
14097,United Kingdom,117,2,422.85999999999996,2,2,2,222,Lost
14099,United Kingdom,11,9,2661.54,4,4,4,444,Champions
14101,United Kingdom,24,7,3985.1400000000003,3,4,4,344,Loyal Customers
14104,United Kingdom,25,3,555.37,3,3,2,332,Loyal Customers
14105,United Kingdom,44,4,4722.6,3,3,4,334,Loyal Customers
14106,United Kingdom,373,1,214.79999999999998,1,1,1,111,Lost
14107,United Kingdom,84,4,2174.07,2,3,4,234,At Risk
14108,United Kingdom,367,2,447.05000000000007,1,2,2,122,Lost
14110,United Kingdom,71,20,7304.8,2,4,4,244,At Risk
14112,United Kingdom,87,6,2919.44,2,4,4,244,At Risk
14113,United Kingdom,11,12,5252.1900000000005,4,4,4,444,Champions
14114,United Kingdom,31,5,977.56,3,3,3,333,Loyal Customers
14115,United Kingdom,137,2,622.67,1,2,2,122,Lost
14118,United Kingdom,64,1,458.45,2,1,2,212,Lost
14119,United Kingdom,11,2,183.37,4,2,1,421,Potential
14122,United Kingdom,42,3,362.41999999999996,3,3,2,332,Loyal Customers
14123,United Kingdom,369,1,436.18,1,1,2,112,Lost
14126,United Kingdom,80,1,466.33,2,1,2,212,Lost
14127,United Kingdom,16,3,1190.37,4,3,3,433,Loyal Customers
14128,United Kingdom,187,1,286.71,1,1,1,111,Lost
14129,United Kingdom,35,4,1467.48,3,3,3,333,Loyal Customers
14130,United Kingdom,11,3,1398.8100000000002,4,3,3,433,Loyal Customers
14131,United Kingdom,284,1,187.87000000000003,1,1,1,111,Lost
14133,United Kingdom,369,1,305.5,1,1,1,111,Lost
14134,United Kingdom,18,15,11123.35,4,4,4,444,Champions
14135,United Kingdom,3,11,4953.61,4,4,4,444,Champions
14136,United Kingdom,36,5,1570.81,3,3,3,333,Loyal Customers
14137,United Kingdom,331,1,332.7,1,1,2,112,Lost
14139,United Kingdom,126,3,670.98,2,3,2,232,At Risk
14142,United Kingdom,9,2,671.3399999999999,4,2,2,422,Potential
14144,United Kingdom,122,1,30.599999999999998,2,1,1,211,Lost
14145,United Kingdom,95,3,3857.85,2,3,4,234,At Risk
14146,United Kingdom,19,7,5259.3,3,4,4,344,Loyal Customers
14147,United Kingdom,24,6,2106.8,3,4,4,344,Loyal Customers
14148,United Kingdom,50,1,309.09000000000003,3,1,2,312,Potential
14151,United Kingdom,309,2,679.4499999999999,1,2,2,122,Lost
14152,United Kingdom,23,4,1376.0500000000002,3,3,3,333,Loyal Customers
14153,United Kingdom,119,1,233.39999999999998,2,1,1,211,Lost
14154,United Kingdom,17,6,5115.080000000001,4,4,4,444,Champions
14156,EIRE,7,102,196566.74,4,4,4,444,Champions
14157,United Kingdom,25,3,569.9,3,3,2,332,Loyal Customers
14159,United Kingdom,15,9,3245.0,4,4,4,444,Champions
14160,United Kingdom,246,7,8421.470000000001,1,4,4,144,At Risk
14161,United Kingdom,5,5,2208.36,4,3,4,434,Loyal Customers
14163,United Kingdom,98,1,148.70999999999998,2,1,1,211,Lost
14166,United Kingdom,141,2,256.84999999999997,1,2,1,121,Lost
14167,United Kingdom,100,4,721.65,2,3,3,233,At Risk
14168,United Kingdom,56,2,370.45,2,2,2,222,Lost
14169,United Kingdom,66,2,624.4300000000001,2,2,2,222,Lost
14170,United Kingdom,11,3,597.33,4,3,2,432,Loyal Customers
14171,United Kingdom,366,1,135.0,1,1,1,111,Lost
14172,United Kingdom,241,3,402.72,1,3,2,132,At Risk
14173,United Kingdom,277,2,135.16,1,2,1,121,Lost
14175,United Kingdom,54,5,4456.58,2,3,4,234,At Risk
14176,United Kingdom,3,2,339.11,4,2,2,422,Potential
14177,United Kingdom,17,9,1669.9299999999998,4,4,3,443,Champions
14180,United Kingdom,8,9,1570.73,4,4,3,443,Champions
14181,United Kingdom,46,2,310.55,3,2,2,322,Potential
14182,United Kingdom,79,4,678.77,2,3,2,232,At Risk
14183,United Kingdom,47,2,286.28999999999996,3,2,1,321,Potential
14186,United Kingdom,63,5,1550.63,2,3,3,233,At Risk
14187,United Kingdom,109,1,123.5,2,1,1,211,Lost
14189,United Kingdom,4,2,1160.31,4,2,3,423,Potential
14190,United Kingdom,302,1,79.9,1,1,1,111,Lost
14191,United Kingdom,30,2,132.9,3,2,1,321,Potential
14192,United Kingdom,24,1,293.74,3,1,1,311,Potential
14193,United Kingdom,32,1,356.8,3,1,2,312,Potential
14194,United Kingdom,28,15,7321.07,3,4,4,344,Loyal Customers
14195,United Kingdom,75,4,1603.6,2,3,3,233,At Risk
14197,United Kingdom,46,1,390.05,3,1,2,312,Potential
14198,United Kingdom,36,5,868.3299999999999,3,3,3,333,Loyal Customers
14199,United Kingdom,59,3,906.3,2,3,3,233,At Risk
14200,United Kingdom,253,1,379.2000000000001,1,1,2,112,Lost
14201,United Kingdom,45,3,446.1,3,3,2,332,Loyal Customers
14202,United Kingdom,17,3,847.76,4,3,3,433,Loyal Customers
14203,United Kingdom,33,1,339.34,3,1,2,312,Potential
14204,United Kingdom,58,3,901.9300000000001,2,3,3,233,At Risk
14205,United Kingdom,30,7,1947.5,3,4,4,344,Loyal Customers
14206,United Kingdom,24,2,856.8500000000001,3,2,3,323,Potential
14207,United Kingdom,323,1,157.8,1,1,1,111,Lost
14208,United Kingdom,187,1,415.31,1,1,2,112,Lost
14209,United Kingdom,21,9,2919.84,3,4,4,344,Loyal Customers
14210,United Kingdom,7,11,3955.6800000000003,4,4,4,444,Champions
14211,United Kingdom,47,9,2161.19,3,4,4,344,Loyal Customers
14212,United Kingdom,81,1,1119.6599999999999,2,1,3,213,Lost
14213,United Kingdom,40,1,1192.2,3,1,3,313,Potential
14215,United Kingdom,4,4,1626.6100000000001,4,3,3,433,Loyal Customers
14216,United Kingdom,50,1,310.74,3,1,2,312,Potential
14217,United Kingdom,2,7,1411.9099999999999,4,4,3,443,Champions
14219,United Kingdom,45,2,543.89,3,2,2,322,Potential
14220,United Kingdom,203,2,882.6,1,2,3,123,Lost
14221,United Kingdom,85,8,3084.69,2,4,4,244,At Risk
14224,United Kingdom,26,5,847.78,3,3,3,333,Loyal Customers
14225,United Kingdom,70,4,2037.02,2,3,4,234,At Risk
14226,United Kingdom,77,1,770.3399999999999,2,1,3,213,Lost
14227,United Kingdom,50,5,3017.75,3,3,4,334,Loyal Customers
14228,United Kingdom,73,3,745.5000000000001,2,3,3,233,At Risk
14229,United Kingdom,39,4,1046.84,3,3,3,333,Loyal Customers
14230,United Kingdom,71,3,979.8,2,3,3,233,At Risk
14231,United Kingdom,86,1,309.91,2,1,2,212,Lost
14233,United Kingdom,101,3,1441.55,2,3,3,233,At Risk
14235,United Kingdom,134,4,1573.13,2,3,3,233,At Risk
14236,United Kingdom,8,4,1253.7800000000002,4,3,3,433,Loyal Customers
14237,United Kingdom,9,2,471.14,4,2,2,422,Potential
14238,United Kingdom,298,2,287.38,1,2,1,121,Lost
14239,United Kingdom,67,10,1882.3200000000002,2,4,4,244,At Risk
14240,United Kingdom,59,1,357.15,2,1,2,212,Lost
14241,United Kingdom,332,1,120.0,1,1,1,111,Lost
14243,United Kingdom,1,8,4842.280000000001,4,4,4,444,Champions
14244,United Kingdom,296,1,366.41999999999996,1,1,2,112,Lost
14247,United Kingdom,40,4,635.89,3,3,2,332,Loyal Customers
14248,United Kingdom,95,2,730.3700000000001,2,2,3,223,Lost
14249,United Kingdom,46,12,5625.461,3,4,4,344,Loyal Customers
14252,United Kingdom,17,1,350.99,4,1,2,412,Potential
14253,United Kingdom,129,2,363.4,2,2,2,222,Lost
14254,United Kingdom,68,1,601.03,2,1,2,212,Lost
14255,United Kingdom,182,1,1000.63,1,1,3,113,Lost
14256,United Kingdom,127,3,1504.93,2,3,3,233,At Risk
14257,United Kingdom,16,4,2854.7300000000005,4,3,4,434,Loyal Customers
14258,United Kingdom,31,16,19381.36,3,4,4,344,Loyal Customers
14260,United Kingdom,107,3,824.28,2,3,3,233,At Risk
14263,United Kingdom,59,1,322.93,2,1,2,212,Lost
14264,United Kingdom,15,4,1183.3899999999999,4,3,3,433,Loyal Customers
14265,Unspecified,100,2,843.1699999999998,2,2,3,223,Lost
14266,United Kingdom,64,1,40.56,2,1,1,211,Lost
14268,United Kingdom,106,1,354.84999999999997,2,1,2,212,Lost
14269,United Kingdom,75,1,295.73,2,1,1,211,Lost
14271,United Kingdom,45,1,106.81000000000002,3,1,1,311,Potential
14272,United Kingdom,198,2,482.85,1,2,2,122,Lost
14274,United Kingdom,322,1,256.6,1,1,1,111,Lost
14275,United Kingdom,31,6,1189.38,3,4,3,343,Loyal Customers
14276,United Kingdom,43,4,982.94,3,3,3,333,Loyal Customers
14277,France,47,6,13009.609999999997,3,4,4,344,Loyal Customers
14278,United Kingdom,45,1,205.83,3,1,1,311,Potential
14279,United Kingdom,156,2,191.86,1,2,1,121,Lost
14281,United Kingdom,44,1,245.15,3,1,1,311,Potential
14282,United Kingdom,3,11,4120.32,4,4,4,444,Champions
14283,United Kingdom,99,4,628.4399999999999,2,3,2,232,At Risk
14284,United Kingdom,289,1,704.4,1,1,2,112,Lost
14285,United Kingdom,149,4,1374.4099999999999,1,3,3,133,At Risk
14286,United Kingdom,40,4,3851.01,3,3,4,334,Loyal Customers
14290,United Kingdom,49,3,2201.9100000000003,3,3,4,334,Loyal Customers
14291,United Kingdom,16,12,4020.85,4,4,4,444,Champions
14292,United Kingdom,46,7,4354.32,3,4,4,344,Loyal Customers
14293,United Kingdom,4,6,2221.37,4,4,4,444,Champions
14294,United Kingdom,43,1,375.34,3,1,2,312,Potential
14295,United Kingdom,74,4,2196.71,2,3,4,234,At Risk
14296,United Kingdom,57,2,456.4,2,2,2,222,Lost
14298,United Kingdom,11,38,39667.19,4,4,4,444,Champions
14299,United Kingdom,1,19,10533.869999999999,4,4,4,444,Champions
14301,United Kingdom,52,3,1352.04,3,3,3,333,Loyal Customers
14302,United Kingdom,66,3,742.9000000000001,2,3,3,233,At Risk
14303,United Kingdom,43,2,277.94000000000005,3,2,1,321,Potential
14304,United Kingdom,15,2,1341.56,4,2,3,423,Potential
14306,United Kingdom,14,4,1058.0800000000002,4,3,3,433,Loyal Customers
14307,United Kingdom,9,5,2075.31,4,3,4,434,Loyal Customers
14308,United Kingdom,185,2,1147.02,1,2,3,123,Lost
14309,United Kingdom,49,2,1428.28,3,2,3,323,Potential
14310,United Kingdom,68,1,492.1,2,1,2,212,Lost
14311,United Kingdom,203,1,206.19,1,1,1,111,Lost
14312,United Kingdom,14,5,1478.7,4,3,3,433,Loyal Customers
14314,United Kingdom,66,1,109.80000000000001,2,1,1,211,Lost
14315,United Kingdom,200,2,716.69,1,2,3,123,Lost
14316,United Kingdom,58,5,1370.34,2,3,3,233,At Risk
14318,United Kingdom,96,1,158.02000000000004,2,1,1,211,Lost
14319,United Kingdom,60,1,494.85,2,1,2,212,Lost
14320,United Kingdom,182,3,868.96,1,3,3,133,At Risk
14321,United Kingdom,67,2,687.31,2,2,2,222,Lost
14322,United Kingdom,65,4,474.1,2,3,2,232,At Risk
14324,United Kingdom,45,2,701.61,3,2,2,322,Potential
14325,United Kingdom,205,1,245.48,1,1,1,111,Lost
14326,United Kingdom,99,2,757.1299999999999,2,2,3,223,Lost
14327,United Kingdom,18,5,1583.2800000000002,4,3,3,433,Loyal Customers
14328,United Kingdom,74,1,445.05,2,1,2,212,Lost
14329,United Kingdom,11,8,4912.38,4,4,4,444,Champions
14330,United Kingdom,259,1,200.63,1,1,1,111,Lost
14332,United Kingdom,17,2,1077.1999999999998,4,2,3,423,Potential
14334,United Kingdom,61,4,1766.2700000000002,2,3,4,234,At Risk
14338,United Kingdom,172,1,339.88,1,1,2,112,Lost
14339,United Kingdom,64,1,310.75,2,1,2,212,Lost
14341,United Kingdom,56,10,2285.04,2,4,4,244,At Risk
14342,United Kingdom,68,2,249.88,2,2,1,221,Lost
14343,United Kingdom,57,4,1088.9099999999999,2,3,3,233,At Risk
14344,United Kingdom,3,14,2443.77,4,4,4,444,Champions
14346,United Kingdom,61,3,1294.17,2,3,3,233,At Risk
14347,United Kingdom,372,1,82.60000000000001,1,1,1,111,Lost
14350,United Kingdom,16,2,689.1,4,2,2,422,Potential
14353,United Kingdom,46,2,285.90000000000003,3,2,1,321,Potential
14355,United Kingdom,1,3,840.0500000000001,4,3,3,433,Loyal Customers
14358,United Kingdom,25,2,400.06,3,2,2,322,Potential
14361,United Kingdom,214,1,214.71000000000004,1,1,1,111,Lost
14363,United Kingdom,38,2,227.47,3,2,1,321,Potential
14365,United Kingdom,30,2,634.6800000000001,3,2,2,322,Potential
14366,United Kingdom,161,1,136.0,1,1,1,111,Lost
14369,United Kingdom,278,2,469.12999999999994,1,2,2,122,Lost
14370,United Kingdom,86,6,1175.78,2,4,3,243,At Risk
14372,United Kingdom,79,2,860.0799999999999,2,2,3,223,Lost
14374,United Kingdom,177,1,108.0,1,1,1,111,Lost
14375,United Kingdom,86,2,875.31,2,2,3,223,Lost
14376,United Kingdom,319,1,215.46,1,1,1,111,Lost
14378,United Kingdom,257,1,131.25,1,1,1,111,Lost
14379,United Kingdom,29,2,920.8100000000001,3,2,3,323,Potential
14380,United Kingdom,318,1,48.96,1,1,1,111,Lost
14381,United Kingdom,87,1,428.65999999999997,2,1,2,212,Lost
14382,United Kingdom,26,1,620.73,3,1,2,312,Potential
14384,United Kingdom,136,1,58.5,2,1,1,211,Lost
14388,United Kingdom,8,9,3488.16,4,4,4,444,Champions
14389,United Kingdom,60,3,854.55,2,3,3,233,At Risk
14390,United Kingdom,8,5,1747.01,4,3,4,434,Loyal Customers
14391,United Kingdom,212,1,135.60000000000002,1,1,1,111,Lost
14392,United Kingdom,68,1,266.4,2,1,1,211,Lost
14394,United Kingdom,200,1,93.8,1,1,1,111,Lost
14395,United Kingdom,8,12,4700.3,4,4,4,444,Champions
14396,United Kingdom,7,6,1633.94,4,4,3,443,Champions
14398,United Kingdom,37,2,707.7900000000001,3,2,3,323,Potential
14399,United Kingdom,30,8,2113.16,3,4,4,344,Loyal Customers
14400,United Kingdom,44,2,1157.7700000000002,3,2,3,323,Potential
14401,United Kingdom,60,9,2744.42,2,4,4,244,At Risk
14402,United Kingdom,288,1,285.6,1,1,1,111,Lost
14403,United Kingdom,225,2,404.69999999999993,1,2,2,122,Lost
14404,United Kingdom,5,8,1424.79,4,4,3,443,Champions
14405,United Kingdom,22,1,195.0,3,1,1,311,Potential
14408,United Kingdom,107,4,1503.2400000000002,2,3,3,233,At Risk
14409,United Kingdom,4,5,1696.6399999999999,4,3,3,433,Loyal Customers
14410,United Kingdom,12,2,1546.0700000000002,4,2,3,423,Potential
14412,United Kingdom,60,1,656.16,2,1,2,212,Lost
14413,United Kingdom,46,3,647.67,3,3,2,332,Loyal Customers
14414,United Kingdom,10,1,902.3499999999999,4,1,3,413,Potential
14415,United Kingdom,15,10,6191.320000000001,4,4,4,444,Champions
14417,United Kingdom,23,1,604.2,3,1,2,312,Potential
14419,United Kingdom,18,1,202.85,4,1,1,411,Potential
14420,United Kingdom,32,3,1251.65,3,3,3,333,Loyal Customers
14421,United Kingdom,148,4,1656.26,1,3,3,133,At Risk
14422,United Kingdom,10,13,6007.88,4,4,4,444,Champions
14423,United Kingdom,73,2,651.41,2,2,2,222,Lost
14425,United Kingdom,70,3,661.39,2,3,2,232,At Risk
14426,United Kingdom,39,7,7246.27,3,4,4,344,Loyal Customers
14427,United Kingdom,130,2,900.1799999999998,2,2,3,223,Lost
14429,United Kingdom,39,1,516.2800000000001,3,1,2,312,Potential
14430,United Kingdom,147,3,1220.9,1,3,3,133,At Risk
14431,United Kingdom,15,3,2143.84,4,3,4,434,Loyal Customers
14433,United Kingdom,101,1,289.59999999999997,2,1,1,211,Lost
14435,United Kingdom,137,1,90.42,1,1,1,111,Lost
14436,United Kingdom,189,1,182.64000000000001,1,1,1,111,Lost
14437,United Kingdom,1,5,895.84,4,3,3,433,Loyal Customers
14439,Greece,79,4,6781.799999999999,2,3,4,234,At Risk
14440,United Kingdom,1,9,4281.05,4,4,4,444,Champions
14441,United Kingdom,10,7,2898.8,4,4,4,444,Champions
14442,Channel Islands,50,5,3777.2,3,3,4,334,Loyal Customers
14443,United Kingdom,4,2,966.27,4,2,3,423,Potential
14444,United Kingdom,92,1,132.04,2,1,1,211,Lost
14445,United Kingdom,91,1,221.64999999999998,2,1,1,211,Lost
14446,United Kingdom,22,1,201.73,3,1,1,311,Potential
14447,United Kingdom,36,1,548.5,3,1,2,312,Potential
14449,United Kingdom,8,5,1575.6999999999998,4,3,3,433,Loyal Customers
14450,United Kingdom,15,4,645.19,4,3,2,432,Loyal Customers
14451,United Kingdom,25,10,2646.1800000000003,3,4,4,344,Loyal Customers
14452,United Kingdom,31,2,401.15000000000003,3,2,2,322,Potential
14454,United Kingdom,12,5,977.3,4,3,3,433,Loyal Customers
14455,United Kingdom,68,4,628.2099999999999,2,3,2,232,At Risk
14458,United Kingdom,16,1,237.42,4,1,1,411,Potential
14459,United Kingdom,287,1,3537.821,1,1,4,114,Lost
14460,United Kingdom,32,6,659.16,3,4,2,342,Loyal Customers
14461,United Kingdom,18,10,4610.4400000000005,4,4,4,444,Champions
14462,United Kingdom,68,1,265.99,2,1,1,211,Lost
14463,United Kingdom,135,1,256.95,2,1,1,211,Lost
14464,United Kingdom,204,2,111.0,1,2,1,121,Lost
14465,United Kingdom,64,8,2887.4100000000003,2,4,4,244,At Risk
14466,United Kingdom,8,7,2374.5,4,4,4,444,Champions
14467,United Kingdom,25,8,1622.23,3,4,3,343,Loyal Customers
14468,United Kingdom,369,1,204.24000000000004,1,1,1,111,Lost
14469,United Kingdom,52,4,2112.21,3,3,4,334,Loyal Customers
14470,United Kingdom,66,1,250.84999999999997,2,1,1,211,Lost
14471,United Kingdom,227,2,400.95000000000005,1,2,2,122,Lost
14472,United Kingdom,325,1,291.38,1,1,1,111,Lost
14474,United Kingdom,215,1,730.4200000000001,1,1,3,113,Lost
14475,United Kingdom,44,1,225.3,3,1,1,311,Potential
14477,United Kingdom,72,3,660.0,2,3,2,232,At Risk
14478,United Kingdom,18,4,1276.66,4,3,3,433,Loyal Customers
14479,United Kingdom,1,3,982.86,4,3,3,433,Loyal Customers
14480,United Kingdom,38,3,1020.47,3,3,3,333,Loyal Customers
14481,United Kingdom,43,3,1674.98,3,3,3,333,Loyal Customers
14482,United Kingdom,15,6,2289.76,4,4,4,444,Champions
14483,United Kingdom,372,1,120.0,1,1,1,111,Lost
14484,United Kingdom,37,3,749.0600000000001,3,3,3,333,Loyal Customers
14486,United Kingdom,147,2,175.5,1,2,1,121,Lost
14487,United Kingdom,4,2,257.28000000000003,4,2,1,421,Potential
14489,United Kingdom,73,3,1111.55,2,3,3,233,At Risk
14490,United Kingdom,42,2,1273.47,3,2,3,323,Potential
14491,United Kingdom,8,1,127.2,4,1,1,411,Potential
14492,United Kingdom,66,7,1921.91,2,4,4,244,At Risk
14493,United Kingdom,26,5,2746.91,3,3,4,334,Loyal Customers
14494,United Kingdom,37,2,261.9,3,2,1,321,Potential
14495,United Kingdom,295,1,51.0,1,1,1,111,Lost
14496,United Kingdom,9,6,2129.42,4,4,4,444,Champions
14497,United Kingdom,309,1,221.69,1,1,1,111,Lost
14498,United Kingdom,37,5,1953.95,3,3,4,334,Loyal Customers
14499,United Kingdom,10,4,1323.65,4,3,3,433,Loyal Customers
14505,United Kingdom,40,11,6096.200000000001,3,4,4,344,Loyal Customers
14506,United Kingdom,5,3,1278.5,4,3,3,433,Loyal Customers
14507,United Kingdom,14,5,1901.2499999999998,4,3,4,434,Loyal Customers
14508,United Kingdom,12,3,598.52,4,3,2,432,Loyal Customers
14509,United Kingdom,170,1,110.95000000000002,1,1,1,111,Lost
14510,United Kingdom,11,3,1007.28,4,3,3,433,Loyal Customers
14512,United Kingdom,19,5,948.19,3,3,3,333,Loyal Customers
14513,United Kingdom,72,3,332.42,2,3,2,232,At Risk
14514,United Kingdom,72,6,3543.63,2,4,4,244,At Risk
14515,United Kingdom,23,6,1647.17,3,4,3,343,Loyal Customers
14516,United Kingdom,152,1,163.92,1,1,1,111,Lost
14519,United Kingdom,319,2,206.09000000000003,1,2,1,121,Lost
14521,United Kingdom,127,1,199.45,2,1,1,211,Lost
14522,United Kingdom,231,4,784.08,1,3,3,133,At Risk
14524,United Kingdom,45,4,1066.0300000000002,3,3,3,333,Loyal Customers
14525,United Kingdom,64,8,3908.4399999999996,2,4,4,244,At Risk
14526,United Kingdom,25,1,262.40000000000003,3,1,1,311,Potential
